SITE INFORMATION,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,SITE BELGIUM,,,,,,Grid EP Information*,,,,,,,,,,,,
,,,,SITE CONSUMPTION,,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,TOTAL kWh/yr,,,842338.0000000014,,,Hedged Price (EUR/kWh),0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174
,1,12,5,101.15,,,,,,,,,,,,,,,
,1,12,6,134.925,,,,,,,,,,,,,,,
,1,12,7,136.85,,,,,,,,,,,,,,,
,1,12,8,155.05,,,,,,,,,,,,,,,
,1,12,9,160.29999999999998,,,,,,,,,,,,,,,
,1,12,10,175,,,,,,,,,,,,,,,
,1,12,11,166.95,,,,,,,,,,,,,,,
,1,12,12,137.72500000000002,,,,,,,,,,,,,,,
,1,12,13,138.6,,,,,,,,,,,,,,,
,1,12,14,149.45,,,,,,,,,,,,,,,
,1,12,15,138.075,,,,,,,,,,,,,,,
,1,12,16,106.22500000000001,,,,,,,,,,,,,,,
,1,12,17,86.625,,,,,,,,,,,,,,,
,1,12,18,93.45,,,,,,,,,,,,,,,
,1,12,19,103.775,,,,,,,,,,,,,,,
,1,12,20,92.575,,,,,,,,,,,,,,,
,1,12,21,87.85,,,,,,,,,,,,,,,
,1,12,22,89.075,,,,,,,,,,,,,,,
,1,12,23,91,,,,,,,,,,,,,,,
,1,12,24,81.025,,,,,,,,,,,,,,,
,1,13,1,74.375,,,,,,,,,,,,,,,
,1,13,2,74.025,,,,,,,,,,,,,,,
,1,13,3,70.7,,,,,,,,,,,,,,,
,1,13,4,74.89999999999999,,,,,,,,,,,,,,,
,1,13,5,91.525,,,,,,,,,,,,,,,
,1,13,6,115.675,,,,,,,,,,,,,,,
,1,13,7,132.47500000000002,,,,,,,,,,,,,,,
,1,13,8,155.05,,,,,,,,,,,,,,,
,1,13,9,159.77499999999998,,,,,,,,,,,,,,,
,1,13,10,158.375,,,,,,,,,,,,,,,
,1,13,11,158.55,,,,,,,,,,,,,,,
,1,13,12,158.2,,,,,,,,,,,,,,,
,1,13,13,161,,,,,,,,,,,,,,,
,1,13,14,163.975,,,,,,,,,,,,,,,
,1,13,15,142.1,,,,,,,,,,,,,,,
,1,13,16,119.175,,,,,,,,,,,,,,,
,1,13,17,87.5,,,,,,,,,,,,,,,
,1,13,18,86.1,,,,,,,,,,,,,,,
,1,13,19,106.925,,,,,,,,,,,,,,,
,1,13,20,94.67500000000001,,,,,,,,,,,,,,,
,1,13,21,96.77499999999999,,,,,,,,,,,,,,,
,1,13,22,88.2,,,,,,,,,,,,,,,
,1,13,23,91.525,,,,,,,,,,,,,,,
,1,13,24,85.05,,,,,,,,,,,,,,,
,1,14,1,73.15,,,,,,,,,,,,,,,
,1,14,2,74.19999999999999,,,,,,,,,,,,,,,
,1,14,3,75.775,,,,,,,,,,,,,,,
,1,14,4,69.47500000000001,,,,,,,,,,,,,,,
,1,14,5,85.225,,,,,,,,,,,,,,,
,1,14,6,95.02499999999999,,,,,,,,,,,,,,,
,1,14,7,102.72500000000001,,,,,,,,,,,,,,,
,1,14,8,98.7,,,,,,,,,,,,,,,
,1,14,9,97.47500000000001,,,,,,,,,,,,,,,
,1,14,10,101.32500000000002,,,,,,,,,,,,,,,
,1,14,11,101.5,,,,,,,,,,,,,,,
,1,14,12,96.07499999999999,,,,,,,,,,,,,,,
,1,14,13,64.92500000000001,,,,,,,,,,,,,,,
,1,14,14,86.97500000000001,,,,,,,,,,,,,,,
,1,14,15,87.5,,,,,,,,,,,,,,,
,1,14,16,75.075,,,,,,,,,,,,,,,
,1,14,17,70.175,,,,,,,,,,,,,,,
,1,14,18,81.725,,,,,,,,,,,,,,,
,1,14,19,84.525,,,,,,,,,,,,,,,
,1,14,20,68.6,,,,,,,,,,,,,,,
,1,14,21,80.675,,,,,,,,,,,,,,,
,1,14,22,82.425,,,,,,,,,,,,,,,
