Month,Day,Hour,
4,27,4,113.9
4,27,5,144.0
4,27,6,157.2
4,27,7,178.9
4,27,8,184.5
4,27,9,174.1
4,27,10,190.6
4,27,11,185.2
4,27,12,187.6
4,27,13,192.5
4,27,14,169.4
4,27,15,136.5
4,27,16,108.5
4,27,17,111.7
4,27,18,98.4
4,27,19,105.9
4,27,20,98.4
4,27,21,101.0
4,27,22,101.5
4,27,23,101.2
4,27,24,83.3
4,28,1,89.8
4,28,2,89.8
4,28,3,87.5
4,28,4,132.3
4,28,5,164.9
4,28,6,160.5
4,28,7,227.7
4,28,8,227.3
4,28,9,241.9
4,28,10,236.4
4,28,11,226.6
4,28,12,195.0
4,28,13,200.0
4,28,14,188.1
4,28,15,158.2
4,28,16,129.0
4,28,17,129.3
4,28,18,112.7
4,28,19,124.6
4,28,20,115.9
4,28,21,112.9
4,28,22,115.3
4,28,23,113.6
4,28,24,90.1
4,29,1,92.9
4,29,2,87.7
4,29,3,94.9
4,29,4,106.1
4,29,5,145.1
4,29,6,188.1
4,29,7,187.1
4,29,8,175.5
4,29,9,162.2
4,29,10,176.9
4,29,11,139.1
4,29,12,99.4
4,29,13,99.6
4,29,14,95.4
4,29,15,89.1
4,29,16,93.6
4,29,17,107.8
4,29,18,86.3
4,29,19,105.0
4,29,20,95.0
4,29,21,96.6
4,29,22,97.7
4,29,23,91.7
4,29,24,97.0
4,30,1,72.6
4,30,2,79.6
4,30,3,77.0
4,30,4,64.8
4,30,5,85.6
4,30,6,69.7
4,30,7,76.5
4,30,8,71.9
4,30,9,75.3
4,30,10,79.8
4,30,11,86.1
4,30,12,82.3
4,30,13,82.1
4,30,14,75.8
4,30,15,81.7
4,30,16,81.4
4,30,17,76.7
4,30,18,76.7
4,30,19,83.7
4,30,20,77.7
4,30,21,83.8
4,30,22,79.1
4,30,23,71.4
4,30,24,81.2
5,1,1,71.8
5,1,2,74.2
5,1,3,77.7
5,1,4,62.1
5,1,5,85.2
5,1,6,71.2
5,1,7,77.0
5,1,8,66.2
5,1,9,75.4
5,1,10,80.5
5,1,11,78.8
5,1,12,75.6
5,1,13,69.7
5,1,14,75.8
5,1,15,83.8
5,1,16,78.8
5,1,17,69.8
5,1,18,77.4
5,1,19,86.3
5,1,20,74.2
5,1,21,77.7
5,1,22,82.4
5,1,23,75.3
5,1,24,81.0
5,2,1,71.6
5,2,2,79.5
5,2,3,77.0
5,2,4,77.7
5,2,5,115.9
5,2,6,157.7
5,2,7,184.8
5,2,8,185.2
5,2,9,177.8
5,2,10,174.5
5,2,11,188.3
5,2,12,154.4
5,2,13,151.0
5,2,14,155.1
5,2,15,122.2
5,2,16,96.8
5,2,17,105.4
5,2,18,88.0
5,2,19,103.4
5,2,20,93.1
5,2,21,99.9
5,2,22,92.8
5,2,23,93.6
5,2,24,82.1
5,3,1,82.8
5,3,2,78.1
5,3,3,83.0
5,3,4,100.3
5,3,5,136.2
5,3,6,134.8
5,3,7,157.9
5,3,8,164.5
5,3,9,149.8
5,3,10,186.4
5,3,11,180.3
5,3,12,157.2
5,3,13,171.0
5,3,14,160.7
5,3,15,128.6
5,3,16,102.0
5,3,17,115.2
5,3,18,92.9
5,3,19,109.2
5,3,20,95.0
5,3,21,96.1
5,3,22,90.8
5,3,23,102.4
5,3,24,84.9
5,4,1,91.0
5,4,2,90.1
5,4,3,88.4
5,4,4,98.5
5,4,5,126.9
5,4,6,152.3
5,4,7,185.0
5,4,8,177.6
5,4,9,175.0
5,4,10,187.3
5,4,11,199.2
5,4,12,179.6
5,4,13,180.6
5,4,14,175.9
5,4,15,134.1
5,4,16,104.0
5,4,17,118.3
5,4,18,96.4
5,4,19,108.2
5,4,20,99.8
5,4,21,102.6
5,4,22,105.7
5,4,23,99.4
5,4,24,91.4
5,5,1,90.0
5,5,2,88.7
5,5,3,89.6
5,5,4,103.1
5,5,5,137.6
5,5,6,151.0
5,5,7,187.8
5,5,8,196.0
5,5,9,191.8
5,5,10,203.2
5,5,11,207.4
5,5,12,192.5
5,5,13,187.3
5,5,14,196.2
5,5,15,141.9
5,5,16,110.6
5,5,17,118.7
5,5,18,100.3
5,5,19,106.9
5,5,20,106.4
5,5,21,112.7
5,5,22,108.9
5,5,23,113.9
5,5,24,89.3
5,6,1,98.4
5,6,2,92.6
5,6,3,95.6
5,6,4,115.0
5,6,5,136.0
5,6,6,186.0
5,6,7,181.7
5,6,8,167.7
5,6,9,174.0
5,6,10,164.7
5,6,11,146.5
5,6,12,92.9
5,6,13,103.4
5,6,14,103.6
5,6,15,101.5
5,6,16,95.7
5,6,17,109.7
5,6,18,86.1
5,6,19,99.1
5,6,20,88.2
5,6,21,97.3
5,6,22,98.0
5,6,23,77.7
5,6,24,103.6
5,7,1,75.4
5,7,2,75.1
5,7,3,83.0
5,7,4,66.7
5,7,5,74.4
5,7,6,70.9
5,7,7,79.5
5,7,8,71.4
5,7,9,75.6
5,7,10,75.8
5,7,11,79.8
5,7,12,74.4
5,7,13,74.2
5,7,14,78.9
5,7,15,88.6
5,7,16,87.5
5,7,17,80.3
5,7,18,85.6
5,7,19,97.0
5,7,20,80.5
5,7,21,85.9
5,7,22,81.6
5,7,23,83.1
5,7,24,74.9
5,8,1,71.6
5,8,2,74.6
5,8,3,81.0
5,8,4,64.9
5,8,5,77.2
5,8,6,72.8
5,8,7,78.1
5,8,8,69.1
5,8,9,77.0
5,8,10,77.9
5,8,11,81.6
5,8,12,68.6
5,8,13,73.5
5,8,14,76.5
5,8,15,85.2
5,8,16,76.0
5,8,17,68.4
5,8,18,78.1
5,8,19,84.7
5,8,20,67.0
5,8,21,74.0
5,8,22,79.3
5,8,23,80.7
5,8,24,71.9
5,9,1,71.1
5,9,2,74.6
5,9,3,81.6
5,9,4,88.0
5,9,5,140.2
5,9,6,161.4
5,9,7,210.5
5,9,8,185.3
5,9,9,184.1
5,9,10,187.4
5,9,11,218.9
5,9,12,193.9
5,9,13,207.6
5,9,14,189.4
5,9,15,157.7
5,9,16,124.4
5,9,17,128.1
5,9,18,99.1
5,9,19,117.6
5,9,20,101.5
5,9,21,108.7
5,9,22,113.1
5,9,23,120.6
5,9,24,70.7
5,10,1,89.4
5,10,2,89.3
5,10,3,90.5
5,10,4,126.9
5,10,5,157.7
5,10,6,182.9
5,10,7,222.3
5,10,8,227.2
5,10,9,220.0
5,10,10,230.5
5,10,11,249.7
5,10,12,211.8
5,10,13,214.4
5,10,14,202.0
5,10,15,202.1
5,10,16,156.6
5,10,17,154.7
5,10,18,126.7
5,10,19,133.7
5,10,20,124.3
5,10,21,124.6
5,10,22,109.4
5,10,23,118.3
5,10,24,98.5
5,11,1,109.0
5,11,2,97.0
5,11,3,106.8
5,11,4,124.3
5,11,5,138.4
5,11,6,163.8
5,11,7,211.9
5,11,8,206.9
5,11,9,189.5
5,11,10,193.4
5,11,11,196.5
5,11,12,174.5
5,11,13,209.8
5,11,14,206.0
5,11,15,147.9
5,11,16,120.1
5,11,17,130.7
5,11,18,108.3
5,11,19,114.8
5,11,20,107.8
5,11,21,111.5
5,11,22,115.5
5,11,23,110.3
5,11,24,105.5
5,12,1,97.7
5,12,2,85.6
5,12,3,96.8
5,12,4,105.4
5,12,5,151.7
5,12,6,166.6
5,12,7,168.4
5,12,8,177.1
5,12,9,175.4
5,12,10,175.9
5,12,11,171.9
5,12,12,152.8
5,12,13,187.4
5,12,14,186.7
5,12,15,138.1
5,12,16,115.2
5,12,17,126.7
5,12,18,103.4
5,12,19,109.9
5,12,20,103.6
5,12,21,111.1
5,12,22,109.6
5,12,23,99.8
5,12,24,94.7
5,13,1,75.4
5,13,2,81.7
5,13,3,95.6
5,13,4,89.6
5,13,5,127.1
5,13,6,190.8
5,13,7,183.6
5,13,8,182.5
5,13,9,166.3
5,13,10,171.3
5,13,11,149.6
5,13,12,80.5
5,13,13,96.6
5,13,14,99.6
5,13,15,110.3
5,13,16,78.2
5,13,17,103.3
5,13,18,85.8
5,13,19,111.3
5,13,20,85.4
5,13,21,90.0
5,13,22,92.8
5,13,23,97.5
5,13,24,83.3
5,14,1,74.4
5,14,2,76.5
5,14,3,86.5
5,14,4,67.7
5,14,5,81.9
5,14,6,73.0
5,14,7,85.1
5,14,8,70.0
5,14,9,78.6
5,14,10,80.7
5,14,11,85.6
5,14,12,75.4
5,14,13,76.1
5,14,14,75.1
5,14,15,96.1
5,14,16,90.5
5,14,17,88.7
5,14,18,91.2
5,14,19,114.6
5,14,20,89.8
5,14,21,95.4
5,14,22,95.7
5,14,23,89.6
5,14,24,75.6
5,15,1,71.4
5,15,2,77.4
5,15,3,88.2
5,15,4,66.3
5,15,5,81.6
5,15,6,74.0
5,15,7,83.1
5,15,8,72.3
5,15,9,76.0
5,15,10,83.3
5,15,11,87.9
5,15,12,79.8
5,15,13,77.0
5,15,14,86.1
5,15,15,99.9
5,15,16,84.2
5,15,17,79.1
5,15,18,84.2
5,15,19,103.3
5,15,20,80.5
5,15,21,81.4
5,15,22,84.7
5,15,23,87.3
5,15,24,86.3
5,16,1,74.4
5,16,2,80.9
5,16,3,92.6
5,16,4,95.2
5,16,5,111.1
5,16,6,151.2
5,16,7,189.5
5,16,8,180.8
5,16,9,190.8
5,16,10,203.7
5,16,11,225.1
5,16,12,181.1
5,16,13,196.5
5,16,14,212.5
5,16,15,156.8
5,16,16,116.2
5,16,17,129.0
5,16,18,103.1
5,16,19,116.0
5,16,20,108.7
5,16,21,107.1
5,16,22,113.9
5,16,23,98.2
5,16,24,83.8
5,17,1,90.5
5,17,2,90.5
5,17,3,93.3
5,17,4,101.0
5,17,5,136.3
5,17,6,151.7
5,17,7,196.0
5,17,8,184.8
5,17,9,190.8
5,17,10,199.3
5,17,11,201.8
5,17,12,184.1
5,17,13,205.8
5,17,14,193.7
5,17,15,139.8
5,17,16,116.0
5,17,17,130.7
5,17,18,110.3
5,17,19,121.6
5,17,20,107.3
5,17,21,106.8
5,17,22,104.8
5,17,23,108.3
5,17,24,99.2
5,18,1,97.3
5,18,2,96.6
5,18,3,96.8
5,18,4,112.7
5,18,5,147.7
5,18,6,170.6
5,18,7,202.0
5,18,8,206.5
5,18,9,194.8
5,18,10,193.4
5,18,11,220.5
5,18,12,205.1
5,18,13,183.8
5,18,14,180.1
5,18,15,155.8
5,18,16,124.6
5,18,17,137.7
5,18,18,116.2
5,18,19,121.5
5,18,20,115.0
5,18,21,114.5
5,18,22,123.0
5,18,23,115.7
5,18,24,94.7
5,19,1,102.7
5,19,2,98.5
5,19,3,105.0
5,19,4,115.3
5,19,5,146.8
5,19,6,181.5
5,19,7,192.9
5,19,8,171.3
5,19,9,191.8
5,19,10,225.2
5,19,11,221.0
5,19,12,170.5
5,19,13,204.9
5,19,14,178.7
5,19,15,139.5
5,19,16,116.0
5,19,17,122.5
5,19,18,108.5
5,19,19,105.2
5,19,20,107.5
5,19,21,111.7
5,19,22,110.6
5,19,23,113.4
5,19,24,112.7
5,20,1,91.5
5,20,2,94.0
5,20,3,96.3
5,20,4,110.4
5,20,5,112.7
5,20,6,160.1
5,20,7,170.6
5,20,8,160.3
5,20,9,148.8
5,20,10,147.7
5,20,11,146.1
5,20,12,98.7
5,20,13,107.1
5,20,14,111.8
5,20,15,107.5
5,20,16,87.9
5,20,17,105.2
5,20,18,102.7
5,20,19,93.3
5,20,20,99.2
5,20,21,95.0
5,20,22,81.7
5,20,23,85.6
5,20,24,95.7
5,21,1,86.5
5,21,2,82.1
5,21,3,85.8
5,21,4,87.5
5,21,5,84.7
5,21,6,81.6
5,21,7,77.7
5,21,8,74.9
5,21,9,88.4
5,21,10,81.6
5,21,11,83.7
5,21,12,86.3
5,21,13,84.9
5,21,14,82.6
5,21,15,89.1
5,21,16,91.2
5,21,17,97.8
5,21,18,102.2
5,21,19,100.1
5,21,20,102.6
5,21,21,103.8
5,21,22,99.6
5,21,23,106.9
5,21,24,83.1
5,22,1,80.0
5,22,2,76.5
5,22,3,82.4
5,22,4,83.7
5,22,5,83.5
5,22,6,78.4
5,22,7,76.0
5,22,8,76.1
5,22,9,84.5
5,22,10,80.9
5,22,11,84.2
5,22,12,79.5
5,22,13,71.1
5,22,14,80.3
5,22,15,94.2
5,22,16,78.4
5,22,17,81.2
5,22,18,80.3
5,22,19,92.9
5,22,20,78.6
5,22,21,79.5
5,22,22,76.8
5,22,23,94.2
5,22,24,86.8
5,23,1,72.8
5,23,2,75.8
5,23,3,88.9
5,23,4,116.0
5,23,5,132.3
5,23,6,150.2
5,23,7,189.0
5,23,8,159.8
5,23,9,176.1
5,23,10,180.6
5,23,11,181.1
5,23,12,195.1
5,23,13,177.3
5,23,14,161.0
5,23,15,165.2
5,23,16,114.3
5,23,17,129.7
5,23,18,116.2
5,23,19,111.5
5,23,20,118.3
5,23,21,118.0
5,23,22,112.5
5,23,23,124.1
5,23,24,77.2
5,24,1,94.5
5,24,2,95.2
5,24,3,97.7
5,24,4,117.8
5,24,5,131.8
5,24,6,157.5
5,24,7,179.0
5,24,8,165.6
5,24,9,163.6
5,24,10,176.1
5,24,11,163.8
5,24,12,161.2
5,24,13,178.9
5,24,14,174.8
5,24,15,127.1
5,24,16,101.2
5,24,17,115.0
5,24,18,110.4
5,24,19,99.6
5,24,20,99.2
5,24,21,99.6
5,24,22,99.9
5,24,23,105.7
5,24,24,104.0
5,25,1,87.2
5,25,2,89.6
5,25,3,90.5
5,25,4,108.0
5,25,5,121.5
5,25,6,135.6
5,25,7,178.3
5,25,8,161.9
5,25,9,174.8
5,25,10,200.9
5,25,11,200.4
5,25,12,185.5
5,25,13,206.5
5,25,14,193.7
5,25,15,136.3
5,25,16,103.4
5,25,17,112.4
5,25,18,94.2
5,25,19,99.2
5,25,20,102.7
5,25,21,101.9
5,25,22,101.7
5,25,23,108.2
5,25,24,91.4
5,26,1,90.0
5,26,2,87.0
5,26,3,87.7
5,26,4,83.1
5,26,5,89.6
5,26,6,95.0
5,26,7,81.4
5,26,8,73.9
5,26,9,74.0
5,26,10,83.7
5,26,11,80.2
5,26,12,64.1
5,26,13,79.1
5,26,14,76.7
5,26,15,88.6
5,26,16,69.0
5,26,17,80.9
5,26,18,67.0
5,26,19,80.5
5,26,20,73.3
5,26,21,71.6
5,26,22,78.2
5,26,23,79.1
5,26,24,87.5
5,27,1,73.2
5,27,2,76.0
5,27,3,83.8
5,27,4,71.4
5,27,5,76.8
5,27,6,89.3
5,27,7,83.7
5,27,8,70.9
5,27,9,74.0
5,27,10,77.0
5,27,11,82.6
5,27,12,60.9
5,27,13,82.4
5,27,14,79.5
5,27,15,81.6
5,27,16,73.3
5,27,17,94.9
5,27,18,79.5
5,27,19,90.7
5,27,20,87.5
5,27,21,84.9
5,27,22,83.8
5,27,23,81.4
5,27,24,71.6
5,28,1,64.1
5,28,2,71.1
5,28,3,81.2
5,28,4,60.6
5,28,5,72.6
5,28,6,71.4
5,28,7,76.0
5,28,8,74.9
5,28,9,68.4
5,28,10,72.5
5,28,11,78.6
5,28,12,67.6
5,28,13,69.1
5,28,14,77.2
5,28,15,80.5
5,28,16,70.9
5,28,17,66.7
5,28,18,83.8
5,28,19,91.9
5,28,20,85.9
5,28,21,82.8
5,28,22,84.2
5,28,23,92.1
5,28,24,70.2
5,29,1,72.8
5,29,2,74.6
5,29,3,78.2
5,29,4,71.1
5,29,5,82.8
5,29,6,77.5
5,29,7,69.3
5,29,8,73.3
5,29,9,91.5
5,29,10,93.1
5,29,11,93.1
5,29,12,77.4
5,29,13,74.9
5,29,14,83.0
5,29,15,80.0
5,29,16,78.2
5,29,17,77.4
5,29,18,73.7
5,29,19,80.5
5,29,20,79.5
5,29,21,77.5
5,29,22,76.0
5,29,23,75.1
5,29,24,79.3
5,30,1,73.9
5,30,2,73.7
5,30,3,81.6
5,30,4,95.2
5,30,5,134.6
5,30,6,175.9
5,30,7,187.8
5,30,8,206.5
5,30,9,204.2
5,30,10,203.5
5,30,11,202.7
5,30,12,178.2
5,30,13,192.2
5,30,14,187.6
5,30,15,148.9
5,30,16,110.3
5,30,17,119.0
5,30,18,98.2
5,30,19,94.9
5,30,20,103.6
5,30,21,109.2
5,30,22,101.2
5,30,23,100.1
5,30,24,70.5
5,31,1,88.2
5,31,2,88.4
5,31,3,88.9
5,31,4,129.0
5,31,5,158.7
5,31,6,182.2
5,31,7,229.1
5,31,8,225.4
5,31,9,246.2
5,31,10,224.2
5,31,11,213.0
5,31,12,192.0
5,31,13,220.3
5,31,14,204.8
5,31,15,162.9
5,31,16,132.1
5,31,17,140.5
5,31,18,132.0
5,31,19,129.3
5,31,20,129.0
5,31,21,125.0
5,31,22,110.1
5,31,23,106.2
5,31,24,88.0
6,1,1,96.3
6,1,2,98.4
6,1,3,98.9
6,1,4,113.4
6,1,5,132.1
6,1,6,154.0
6,1,7,179.6
6,1,8,199.2
6,1,9,193.9
6,1,10,197.8
6,1,11,201.3
6,1,12,194.3
6,1,13,196.2
6,1,14,197.6
6,1,15,148.6
6,1,16,122.0
6,1,17,120.1
6,1,18,117.4
6,1,19,112.0
6,1,20,118.1
6,1,21,107.3
6,1,22,106.1
6,1,23,110.8
6,1,24,96.4
6,2,1,94.9
6,2,2,93.3
6,2,3,91.9
6,2,4,118.7
6,2,5,168.0
6,2,6,161.4
6,2,7,188.0
6,2,8,190.8
6,2,9,193.0
6,2,10,205.1
6,2,11,203.9
6,2,12,181.8
6,2,13,209.3
6,2,14,185.2
6,2,15,132.3
6,2,16,103.8
6,2,17,120.1
6,2,18,92.9
6,2,19,98.9
6,2,20,104.1
6,2,21,102.6
6,2,22,105.7
6,2,23,108.5
6,2,24,87.0
6,3,1,90.5
6,3,2,91.2
6,3,3,112.7
6,3,4,128.6
6,3,5,133.2
6,3,6,169.8
6,3,7,185.5
6,3,8,172.0
6,3,9,162.4
6,3,10,175.0
6,3,11,164.2
6,3,12,108.3
6,3,13,114.1
6,3,14,111.0
6,3,15,99.6
6,3,16,95.9
6,3,17,114.1
6,3,18,95.9
6,3,19,102.7
6,3,20,108.5
6,3,21,107.8
6,3,22,104.5
6,3,23,107.1
6,3,24,90.3
6,4,1,81.6
6,4,2,81.6
6,4,3,81.4
6,4,4,82.3
6,4,5,87.0
6,4,6,79.5
6,4,7,78.4
6,4,8,87.2
6,4,9,90.8
6,4,10,87.5
6,4,11,97.7
6,4,12,87.5
6,4,13,96.1
6,4,14,96.1
6,4,15,101.5
6,4,16,81.2
6,4,17,81.9
6,4,18,88.9
6,4,19,93.1
6,4,20,82.4
6,4,21,87.0
6,4,22,80.9
6,4,23,90.8
6,4,24,91.5
6,5,1,75.1
6,5,2,81.4
6,5,3,83.3
6,5,4,76.8
6,5,5,81.6
6,5,6,80.3
6,5,7,85.4
6,5,8,90.3
6,5,9,91.5
6,5,10,89.4
6,5,11,95.2
6,5,12,84.0
6,5,13,83.7
6,5,14,95.9
6,5,15,92.2
6,5,16,75.1
6,5,17,79.6
6,5,18,86.1
6,5,19,86.5
6,5,20,78.6
6,5,21,77.9
6,5,22,76.8
6,5,23,94.0
6,5,24,80.2
6,6,1,72.8
6,6,2,78.8
6,6,3,81.6
6,6,4,78.6
6,6,5,83.7
6,6,6,90.3
6,6,7,87.0
6,6,8,91.0
6,6,9,84.4
6,6,10,92.1
6,6,11,113.8
6,6,12,74.9
6,6,13,96.6
6,6,14,95.7
6,6,15,90.8
6,6,16,70.0
6,6,17,92.2
6,6,18,72.5
6,6,19,75.1
6,6,20,74.7
6,6,21,76.3
6,6,22,76.3
6,6,23,80.3
6,6,24,74.2
6,7,1,75.6
6,7,2,81.6
6,7,3,81.4
6,7,4,102.6
6,7,5,150.5
6,7,6,154.2
6,7,7,180.6
6,7,8,176.4
6,7,9,166.1
6,7,10,175.4
6,7,11,186.4
6,7,12,166.3
6,7,13,196.2
6,7,14,198.8
6,7,15,146.8
6,7,16,112.5
6,7,17,121.5
6,7,18,116.6
6,7,19,110.1
6,7,20,107.3
6,7,21,109.0
6,7,22,96.6
6,7,23,92.1
6,7,24,71.1
6,8,1,77.7
6,8,2,81.9
6,8,3,88.6
6,8,4,106.8
6,8,5,142.8
6,8,6,163.5
6,8,7,177.8
6,8,8,189.7
6,8,9,184.6
6,8,10,189.0
6,8,11,180.3
6,8,12,178.7
6,8,13,169.8
6,8,14,175.0
6,8,15,142.5
6,8,16,110.8
6,8,17,112.2
6,8,18,113.1
6,8,19,105.5
6,8,20,106.1
6,8,21,106.4
6,8,22,104.5
6,8,23,105.4
6,8,24,87.5
6,9,1,92.2
6,9,2,88.7
6,9,3,88.7
6,9,4,113.4
6,9,5,132.7
6,9,6,161.5
6,9,7,170.8
6,9,8,196.9
6,9,9,194.3
6,9,10,198.3
6,9,11,193.9
6,9,12,186.9
6,9,13,198.6
6,9,14,180.6
6,9,15,154.7
6,9,16,121.3
6,9,17,123.7
6,9,18,108.5
6,9,19,106.6
6,9,20,111.1
6,9,21,114.6
6,9,22,108.9
6,9,23,116.9
6,9,24,92.6
6,10,1,98.4
6,10,2,96.8
6,10,3,109.4
6,10,4,128.6
6,10,5,133.4
6,10,6,188.1
6,10,7,186.0
6,10,8,158.7
6,10,9,175.0
6,10,10,189.7
6,10,11,192.3
6,10,12,116.7
6,10,13,134.8
6,10,14,120.1
6,10,15,108.5
6,10,16,103.4
6,10,17,115.7
6,10,18,102.4
6,10,19,102.4
6,10,20,106.2
6,10,21,107.6
6,10,22,101.9
6,10,23,92.4
6,10,24,101.7
6,11,1,85.9
6,11,2,84.4
6,11,3,80.5
6,11,4,84.0
6,11,5,88.2
6,11,6,78.6
6,11,7,75.3
6,11,8,78.2
6,11,9,86.6
6,11,10,84.7
6,11,11,96.4
6,11,12,85.4
6,11,13,87.7
6,11,14,88.2
6,11,15,92.4
6,11,16,90.7
6,11,17,88.7
6,11,18,88.4
6,11,19,88.0
6,11,20,87.9
6,11,21,89.1
6,11,22,78.2
6,11,23,89.1
6,11,24,81.4
6,12,1,72.1
6,12,2,75.8
6,12,3,81.9
6,12,4,74.2
6,12,5,76.0
6,12,6,77.5
6,12,7,74.4
6,12,8,75.8
6,12,9,76.0
6,12,10,87.0
6,12,11,93.1
6,12,12,79.1
6,12,13,78.8
6,12,14,88.9
6,12,15,95.0
6,12,16,80.0
6,12,17,79.1
6,12,18,88.2
6,12,19,91.0
6,12,20,74.6
6,12,21,79.8
6,12,22,78.6
6,12,23,93.6
6,12,24,78.8
6,13,1,73.7
6,13,2,79.6
6,13,3,86.5
6,13,4,102.6
6,13,5,143.5
6,13,6,156.5
6,13,7,195.0
6,13,8,194.6
6,13,9,189.5
6,13,10,214.4
6,13,11,213.9
6,13,12,206.0
6,13,13,218.9
6,13,14,183.6
6,13,15,132.3
6,13,16,106.4
6,13,17,117.3
6,13,18,105.9
6,13,19,99.6
6,13,20,110.3
6,13,21,111.8
6,13,22,107.3
6,13,23,113.4
6,13,24,76.8
6,14,1,93.3
6,14,2,96.6
6,14,3,94.7
6,14,4,115.0
6,14,5,133.0
6,14,6,154.5
6,14,7,191.5
6,14,8,190.9
6,14,9,191.6
6,14,10,203.0
6,14,11,199.3
6,14,12,173.8
6,14,13,187.8
6,14,14,188.0
6,14,15,138.1
6,14,16,122.3
6,14,17,123.2
6,14,18,119.4
6,14,19,109.9
6,14,20,115.0
6,14,21,108.9
6,14,22,96.4
6,14,23,103.4
6,14,24,95.4
6,15,1,93.3
6,15,2,97.3
6,15,3,102.2
6,15,4,117.1
6,15,5,130.9
6,15,6,172.0
6,15,7,177.1
6,15,8,188.1
6,15,9,190.1
6,15,10,208.6
6,15,11,212.1
6,15,12,208.6
6,15,13,220.3
6,15,14,179.2
6,15,15,158.6
6,15,16,135.6
6,15,17,149.6
6,15,18,128.5
6,15,19,123.6
6,15,20,119.5
6,15,21,117.3
6,15,22,113.2
6,15,23,111.0
6,15,24,97.1
6,16,1,101.0
6,16,2,101.0
6,16,3,102.2
6,16,4,125.3
6,16,5,172.7
6,16,6,211.9
6,16,7,216.0
6,16,8,231.4
6,16,9,242.2
6,16,10,261.8
6,16,11,264.8
6,16,12,222.1
6,16,13,244.7
6,16,14,212.6
6,16,15,183.1
6,16,16,148.4
6,16,17,166.6
6,16,18,134.2
6,16,19,144.9
6,16,20,139.7
6,16,21,141.8
6,16,22,130.6
6,16,23,124.4
6,16,24,103.3
6,17,1,114.6
6,17,2,110.6
6,17,3,113.2
6,17,4,132.5
6,17,5,153.1
6,17,6,228.7
6,17,7,201.8
6,17,8,188.7
6,17,9,200.7
6,17,10,202.8
6,17,11,191.1
6,17,12,115.9
6,17,13,154.5
6,17,14,131.8
6,17,15,119.4
6,17,16,113.4
6,17,17,146.5
6,17,18,99.6
6,17,19,125.7
6,17,20,117.4
6,17,21,114.6
6,17,22,105.5
6,17,23,104.7
6,17,24,108.7
6,18,1,101.9
6,18,2,88.9
6,18,3,93.8
6,18,4,84.7
6,18,5,101.9
6,18,6,84.5
6,18,7,91.0
6,18,8,81.4
6,18,9,85.1
6,18,10,109.4
6,18,11,90.0
6,18,12,93.5
6,18,13,90.0
6,18,14,102.0
6,18,15,85.9
6,18,16,85.2
6,18,17,92.1
6,18,18,113.8
6,18,19,123.7
6,18,20,96.6
6,18,21,93.6
6,18,22,93.5
6,18,23,94.7
6,18,24,92.1
6,19,1,80.0
6,19,2,90.3
6,19,3,85.6
6,19,4,71.9
6,19,5,81.7
6,19,6,78.8
6,19,7,86.6
6,19,8,82.6
6,19,9,73.5
6,19,10,79.6
6,19,11,84.4
6,19,12,71.4
6,19,13,75.6
6,19,14,92.6
6,19,15,90.3
6,19,16,76.3
6,19,17,75.1
6,19,18,77.4
6,19,19,94.3
6,19,20,81.4
6,19,21,77.2
6,19,22,76.0
6,19,23,89.3
6,19,24,88.0
6,20,1,79.6
6,20,2,82.4
6,20,3,92.4
6,20,4,87.0
6,20,5,105.7
6,20,6,149.6
6,20,7,145.6
6,20,8,158.4
6,20,9,133.9
6,20,10,146.1
6,20,11,146.3
6,20,12,120.4
6,20,13,110.6
6,20,14,101.0
6,20,15,101.5
6,20,16,85.6
6,20,17,104.1
6,20,18,77.7
6,20,19,93.3
6,20,20,98.5
6,20,21,94.9
6,20,22,96.1
6,20,23,113.4
6,20,24,71.4
6,21,1,83.8
6,21,2,85.9
6,21,3,84.9
6,21,4,107.3
6,21,5,124.3
6,21,6,151.7
6,21,7,175.2
6,21,8,181.8
6,21,9,178.3
6,21,10,195.8
6,21,11,196.0
6,21,12,174.7
6,21,13,194.3
6,21,14,197.1
6,21,15,146.3
6,21,16,112.4
6,21,17,129.5
6,21,18,112.0
6,21,19,105.9
6,21,20,105.5
6,21,21,108.7
6,21,22,99.1
6,21,23,114.1
6,21,24,90.1
6,22,1,95.0
6,22,2,96.8
6,22,3,93.3
6,22,4,117.6
6,22,5,137.2
6,22,6,162.8
6,22,7,179.6
6,22,8,192.5
6,22,9,199.5
6,22,10,197.2
6,22,11,181.5
6,22,12,169.8
6,22,13,205.1
6,22,14,194.6
6,22,15,137.9
6,22,16,119.7
6,22,17,120.1
6,22,18,112.0
6,22,19,117.6
6,22,20,112.2
6,22,21,115.7
6,22,22,106.1
6,22,23,117.4
6,22,24,95.9
6,23,1,95.6
6,23,2,99.4
6,23,3,100.1
6,23,4,123.0
6,23,5,141.2
6,23,6,158.4
6,23,7,187.4
6,23,8,188.1
6,23,9,183.6
6,23,10,201.1
6,23,11,218.4
6,23,12,204.2
6,23,13,223.0
6,23,14,202.8
6,23,15,149.1
6,23,16,120.2
6,23,17,137.2
6,23,18,111.0
6,23,19,118.1
6,23,20,122.0
6,23,21,120.6
6,23,22,116.2
6,23,23,115.2
6,23,24,105.0
6,24,1,101.5
6,24,2,103.4
6,24,3,106.9
6,24,4,123.0
6,24,5,154.2
6,24,6,215.8
6,24,7,209.8
6,24,8,203.7
6,24,9,181.3
