Month,Day,Hour,SITE CONSUMPTION Grid supply (kWh),SITE CONSUMPTION Natural Gas (kWh),ONSITE SOLAR SYSTEM PRODUCTION (kWh),GRID (OMIE) Price (€/MWh),NG (MIBGAS) Price (€/MWh)
3,22,4,731.4999999999999,146.29999999999998,0,47.453,23.7265
3,22,5,1128.75,225.75000000000003,0,52.653999999999996,26.326999999999998
3,22,6,1618.75,323.75,0,64.37199999999999,32.18599999999999
3,22,7,1708,341.6,0,76.307,38.1535
3,22,8,1984.5,396.9,83.58595757586417,78.09899999999999,39.049499999999995
3,22,9,1949.5,389.90000000000003,258.99874178436784,60.23499999999999,30.117499999999996
3,22,10,2089.5,417.9,440.2978610334254,55.132,27.566
3,22,11,2103.5,420.7,593.3425720878246,57.33,28.665
3,22,12,1949.5,389.90000000000003,686.3466657285747,53.23499999999999,26.617499999999996
3,22,13,1833.9999999999998,366.8,725.7851105002853,52.927,26.4635
3,22,14,2112.25,422.45000000000005,704.5943043542916,54.998999999999995,27.499499999999998
3,22,15,1727.2500000000002,345.4500000000001,628.6605823311475,48.671,24.3355
3,22,16,1506.75,301.35,476.793138284859,57.288,28.644
3,22,17,1114.75,222.95000000000002,347.2937673926751,70.812,35.406
3,22,18,1296.75,259.35,180.71048574500213,83.74099999999999,41.87049999999999
3,22,19,1128.75,225.75000000000003,32.37484272304598,97.916,48.958
3,22,20,1041.25,208.25000000000003,0,87.871,43.9355
3,22,21,1169,233.8,0,76.069,38.0345
3,22,22,1141,228.2,0,70.728,35.364
3,22,23,1191.75,238.35000000000005,0,59.43699999999999,29.718499999999995
3,22,24,953.75,190.75,0,48.713,24.3565
3,23,1,943.25,188.65000000000003,0,47.306,23.653
3,23,2,854,170.8,0,40.32,20.16
3,23,3,880.2499999999999,176.05,0,34.3,17.15
3,23,4,931.0000000000001,186.20000000000002,0,22.721999999999998,11.360999999999999
3,23,5,1128.75,225.75000000000003,0,40.459999999999994,20.229999999999997
3,23,6,1386.0000000000002,277.20000000000005,0,57.11999999999999,28.559999999999995
3,23,7,1615.25,323.05,2.943167520276907,78.715,39.3575
3,23,8,1886.4999999999998,377.29999999999995,88.88365911236261,79.842,39.921
3,23,9,1925,385,264.2964433208663,67.095,33.5475
3,23,10,2049.25,409.8500000000001,447.3614630820899,45.577,22.7885
